sample_accession	run_accession	scientific_name	fastq_ftp	fastq_aspera	sample_alias
SAMEA4659250	ERR2576384	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/004/ERR2576384/ERR2576384.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/004/ERR2576384/ERR2576384.fastq.gz	E-MTAB-6769:1469sTS.Chicken.Heart.10.Female
SAMEA4659251	ERR2576385	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/005/ERR2576385/ERR2576385.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/005/ERR2576385/ERR2576385.fastq.gz	E-MTAB-6769:1505sTS.Chicken.Kidney.10.Female
SAMEA4659253	ERR2576387	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2576387/ERR2576387.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/007/ERR2576387/ERR2576387.fastq.gz	E-MTAB-6769:1506sTSm.Chicken.Liver.10.Female
SAMEA4659259	ERR2576393	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/003/ERR2576393/ERR2576393.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/003/ERR2576393/ERR2576393.fastq.gz	E-MTAB-6769:1723sTSm.Chicken.Cerebellum.10.Male
SAMEA4659260	ERR2576394	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/004/ERR2576394/ERR2576394.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/004/ERR2576394/ERR2576394.fastq.gz	E-MTAB-6769:1735sTS.Chicken.Cerebellum.10.Male
SAMEA4659263	ERR2576397	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2576397/ERR2576397.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/007/ERR2576397/ERR2576397.fastq.gz	E-MTAB-6769:1736sTS.Chicken.Heart.10.Male
SAMEA4659265	ERR2576399	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/009/ERR2576399/ERR2576399.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/009/ERR2576399/ERR2576399.fastq.gz	E-MTAB-6769:1730sTS.Chicken.Kidney.10.Male
SAMEA4659269	ERR2576403	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/003/ERR2576403/ERR2576403.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/003/ERR2576403/ERR2576403.fastq.gz	E-MTAB-6769:1722sTS.Chicken.Testis.10.Male
SAMEA4659274	ERR2576408	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/008/ERR2576408/ERR2576408.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/008/ERR2576408/ERR2576408.fastq.gz	E-MTAB-6769:1470sTS.Chicken.Heart.12.Female
SAMEA4659282	ERR2576416	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/006/ERR2576416/ERR2576416.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/006/ERR2576416/ERR2576416.fastq.gz	E-MTAB-6769:1353sTS.Chicken.Brain.12.Male
SAMEA4659284	ERR2576418	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/008/ERR2576418/ERR2576418.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/008/ERR2576418/ERR2576418.fastq.gz	E-MTAB-6769:1533sTSm.Chicken.Cerebellum.12.Male
SAMEA4659288	ERR2576422	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/002/ERR2576422/ERR2576422.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/002/ERR2576422/ERR2576422.fastq.gz	E-MTAB-6769:1534sTS.Chicken.Kidney.12.Male
SAMEA4659291	ERR2576425	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/005/ERR2576425/ERR2576425.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/005/ERR2576425/ERR2576425.fastq.gz	E-MTAB-6769:1610sTS.Chicken.Liver.12.Male
SAMEA4659294	ERR2576428	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/008/ERR2576428/ERR2576428.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/008/ERR2576428/ERR2576428.fastq.gz	E-MTAB-6769:1420sTS.Chicken.Brain.14.Female
SAMEA4659295	ERR2576429	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/009/ERR2576429/ERR2576429.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/009/ERR2576429/ERR2576429.fastq.gz	E-MTAB-6769:1612sTS.Chicken.Brain.14.Female
SAMEA4659296	ERR2576430	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/000/ERR2576430/ERR2576430.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/000/ERR2576430/ERR2576430.fastq.gz	E-MTAB-6769:1613sTSm.Chicken.Cerebellum.14.Female
SAMEA4659300	ERR2576434	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/004/ERR2576434/ERR2576434.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/004/ERR2576434/ERR2576434.fastq.gz	E-MTAB-6769:1433sTS.Chicken.Kidney.14.Female
SAMEA4659302	ERR2576436	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/006/ERR2576436/ERR2576436.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/006/ERR2576436/ERR2576436.fastq.gz	E-MTAB-6769:1434sTS.Chicken.Liver.14.Female
SAMEA4659303	ERR2576437	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2576437/ERR2576437.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/007/ERR2576437/ERR2576437.fastq.gz	E-MTAB-6769:1616sTSb.Chicken.Liver.14.Female
SAMEA4659305	ERR2576439	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/009/ERR2576439/ERR2576439.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/009/ERR2576439/ERR2576439.fastq.gz	E-MTAB-6769:1617sTS.Chicken.Ovary.14.Female
SAMEA4659310	ERR2576444	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/004/ERR2576444/ERR2576444.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/004/ERR2576444/ERR2576444.fastq.gz	E-MTAB-6769:1340sTS.Chicken.Heart.14.Male
SAMEA4659311	ERR2576445	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/005/ERR2576445/ERR2576445.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/005/ERR2576445/ERR2576445.fastq.gz	E-MTAB-6769:1548sTS.Chicken.Heart.14.Male
SAMEA4659319	ERR2576453	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/003/ERR2576453/ERR2576453.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/003/ERR2576453/ERR2576453.fastq.gz	E-MTAB-6769:1628sTS.Chicken.Brain.17.Female
SAMEA4659323	ERR2576457	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2576457/ERR2576457.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/007/ERR2576457/ERR2576457.fastq.gz	E-MTAB-6769:2476sTS.Chicken.Heart.17.Female
SAMEA4659324	ERR2576458	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/008/ERR2576458/ERR2576458.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/008/ERR2576458/ERR2576458.fastq.gz	E-MTAB-6769:1484sTS.Chicken.Kidney.17.Female
SAMEA4659325	ERR2576459	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/009/ERR2576459/ERR2576459.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/009/ERR2576459/ERR2576459.fastq.gz	E-MTAB-6769:1631sTS.Chicken.Kidney.17.Female
SAMEA4659326	ERR2576460	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/000/ERR2576460/ERR2576460.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/000/ERR2576460/ERR2576460.fastq.gz	E-MTAB-6769:1485sTSm.Chicken.Liver.17.Female
SAMEA4659327	ERR2576461	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/001/ERR2576461/ERR2576461.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/001/ERR2576461/ERR2576461.fastq.gz	E-MTAB-6769:1634sTS.Chicken.Liver.17.Female
SAMEA4659328	ERR2576462	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/002/ERR2576462/ERR2576462.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/002/ERR2576462/ERR2576462.fastq.gz	E-MTAB-6769:1427sTS.Chicken.Ovary.17.Female
SAMEA4659331	ERR2576465	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/005/ERR2576465/ERR2576465.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/005/ERR2576465/ERR2576465.fastq.gz	E-MTAB-6769:1620sTS.Chicken.Brain.17.Male
SAMEA4659334	ERR2576468	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/008/ERR2576468/ERR2576468.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/008/ERR2576468/ERR2576468.fastq.gz	E-MTAB-6769:1474sTS.Chicken.Heart.17.Male
SAMEA4659336	ERR2576470	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/000/ERR2576470/ERR2576470.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/000/ERR2576470/ERR2576470.fastq.gz	E-MTAB-6769:1480sTS.Chicken.Kidney.17.Male
SAMEA4659337	ERR2576471	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/001/ERR2576471/ERR2576471.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/001/ERR2576471/ERR2576471.fastq.gz	E-MTAB-6769:1623sTS.Chicken.Kidney.17.Male
SAMEA4659338	ERR2576472	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/002/ERR2576472/ERR2576472.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/002/ERR2576472/ERR2576472.fastq.gz	E-MTAB-6769:1481sTS.Chicken.Liver.17.Male
SAMEA4659339	ERR2576473	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/003/ERR2576473/ERR2576473.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/003/ERR2576473/ERR2576473.fastq.gz	E-MTAB-6769:1624sTS.Chicken.Liver.17.Male
SAMEA4659340	ERR2576474	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/004/ERR2576474/ERR2576474.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/004/ERR2576474/ERR2576474.fastq.gz	E-MTAB-6769:1424sTS.Chicken.Testis.17.Male
SAMEA4659345	ERR2576479	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/009/ERR2576479/ERR2576479.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/009/ERR2576479/ERR2576479.fastq.gz	E-MTAB-6769:1639sTSm.Chicken.Cerebellum.0dph.Female
SAMEA4659346	ERR2576480	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/000/ERR2576480/ERR2576480.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/000/ERR2576480/ERR2576480.fastq.gz	E-MTAB-6769:1476sTS.Chicken.Heart.0dph.Female
SAMEA4659347	ERR2576481	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/001/ERR2576481/ERR2576481.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/001/ERR2576481/ERR2576481.fastq.gz	E-MTAB-6769:1640sTS.Chicken.Heart.0dph.Female
SAMEA4659351	ERR2576485	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/005/ERR2576485/ERR2576485.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/005/ERR2576485/ERR2576485.fastq.gz	E-MTAB-6769:1642sTS.Chicken.Liver.0dph.Female
SAMEA4659355	ERR2576489	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/009/ERR2576489/ERR2576489.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/009/ERR2576489/ERR2576489.fastq.gz	E-MTAB-6769:1806sTSm.Chicken.Brain.0dph.Male
SAMEA4659356	ERR2576490	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/000/ERR2576490/ERR2576490.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/000/ERR2576490/ERR2576490.fastq.gz	E-MTAB-6769:1540sTSm.Chicken.Cerebellum.0dph.Male
SAMEA4659358	ERR2576492	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/002/ERR2576492/ERR2576492.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/002/ERR2576492/ERR2576492.fastq.gz	E-MTAB-6769:1541sTS.Chicken.Heart.0dph.Male
SAMEA4659359	ERR2576493	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/003/ERR2576493/ERR2576493.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/003/ERR2576493/ERR2576493.fastq.gz	E-MTAB-6769:1659sTS.Chicken.Heart.0dph.Male
SAMEA4659362	ERR2576496	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/006/ERR2576496/ERR2576496.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/006/ERR2576496/ERR2576496.fastq.gz	E-MTAB-6769:1543sTS.Chicken.Liver.0dph.Male
SAMEA4659363	ERR2576497	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2576497/ERR2576497.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/007/ERR2576497/ERR2576497.fastq.gz	E-MTAB-6769:1661sTS.Chicken.Liver.0dph.Male
SAMEA4659374	ERR2576508	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/008/ERR2576508/ERR2576508.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/008/ERR2576508/ERR2576508.fastq.gz	E-MTAB-6769:558sTS.Chicken.Liver.Adult.Female
SAMEA4659377	ERR2576511	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/001/ERR2576511/ERR2576511.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/001/ERR2576511/ERR2576511.fastq.gz	E-MTAB-6769:787sTS.Chicken.Ovary.Adult.Female
SAMEA4659380	ERR2576514	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/004/ERR2576514/ERR2576514.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/004/ERR2576514/ERR2576514.fastq.gz	E-MTAB-6769:654sTS.Chicken.Cerebellum.Adult.Male
SAMEA4659385	ERR2576519	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/009/ERR2576519/ERR2576519.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/009/ERR2576519/ERR2576519.fastq.gz	E-MTAB-6769:918sTS.Chicken.Kidney.adult.Male
SAMEA4659387	ERR2576521	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/001/ERR2576521/ERR2576521.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/001/ERR2576521/ERR2576521.fastq.gz	E-MTAB-6769:917sTS.Chicken.Liver.adult.Male
SAMEA4659388	ERR2576522	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/002/ERR2576522/ERR2576522.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/002/ERR2576522/ERR2576522.fastq.gz	E-MTAB-6769:642sTS.Chicken.Testis.Adult.Male
SAMEA4659391	ERR2576525	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/005/ERR2576525/ERR2576525.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/005/ERR2576525/ERR2576525.fastq.gz	E-MTAB-6769:1804sTS.Chicken.Brain.5wph.Female
SAMEA4659397	ERR2576531	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/001/ERR2576531/ERR2576531.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/001/ERR2576531/ERR2576531.fastq.gz	E-MTAB-6769:2453sTS.Chicken.Kidney.5wph.Female
SAMEA4659398	ERR2576532	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/002/ERR2576532/ERR2576532.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/002/ERR2576532/ERR2576532.fastq.gz	E-MTAB-6769:1760sTS.Chicken.Liver.5wph.Female
SAMEA4659403	ERR2576537	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2576537/ERR2576537.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/007/ERR2576537/ERR2576537.fastq.gz	E-MTAB-6769:1864sTS.Chicken.Brain.5wph.Male
SAMEA4659404	ERR2576538	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/008/ERR2576538/ERR2576538.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/008/ERR2576538/ERR2576538.fastq.gz	E-MTAB-6769:1764sTS.Chicken.Cerebellum.5wph.Male
SAMEA4659405	ERR2576539	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/009/ERR2576539/ERR2576539.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/009/ERR2576539/ERR2576539.fastq.gz	E-MTAB-6769:1866sTSm.Chicken.Cerebellum.5wph.Male
SAMEA4659409	ERR2576543	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/003/ERR2576543/ERR2576543.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/003/ERR2576543/ERR2576543.fastq.gz	E-MTAB-6769:2454sTS.Chicken.Kidney.5wph.Male
SAMEA4659412	ERR2576546	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/006/ERR2576546/ERR2576546.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/006/ERR2576546/ERR2576546.fastq.gz	E-MTAB-6769:1762sTS.Chicken.Testis.5wph.Male
SAMEA4659413	ERR2576547	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2576547/ERR2576547.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/007/ERR2576547/ERR2576547.fastq.gz	E-MTAB-6769:1767sTS.Chicken.Testis.5wph.Male
SAMEA4659419	ERR2576552	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/002/ERR2576552/ERR2576552.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/002/ERR2576552/ERR2576552.fastq.gz	E-MTAB-6769:1666sTS.Chicken.Heart.7dph.Female
SAMEA4659427	ERR2576560	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/000/ERR2576560/ERR2576560.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/000/ERR2576560/ERR2576560.fastq.gz	E-MTAB-6769:1647sTS.Chicken.Brain.7dph.Male
SAMEA4659428	ERR2576561	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/001/ERR2576561/ERR2576561.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/001/ERR2576561/ERR2576561.fastq.gz	E-MTAB-6769:1654sTS.Chicken.Brain.7dph.Male
SAMEA4659431	ERR2576564	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/004/ERR2576564/ERR2576564.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/004/ERR2576564/ERR2576564.fastq.gz	E-MTAB-6769:1649sTS.Chicken.Heart.7dph.Male
SAMEA4659433	ERR2576566	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/006/ERR2576566/ERR2576566.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/006/ERR2576566/ERR2576566.fastq.gz	E-MTAB-6769:1650sTS.Chicken.Kidney.7dph.Male
SAMEA4659434	ERR2576567	Gallus gallus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR257/007/ERR2576567/ERR2576567.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR257/007/ERR2576567/ERR2576567.fastq.gz	E-MTAB-6769:1657sTS.Chicken.Kidney.7dph.Male
