"Supplementary Table 2: Description of the 1,893 libraries that comprise the mammalian evo-devo resource "														
														
library ID	Used library?	Species (strain)	Organ	Developmental stage	Sex	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID
4660	yes	Opossum	Liver	P60	Male	OBIWAN 149 lane 7	P60	35816842	34662166	97%	QIAgen RNeasy QIAzol	8.2	NA	NA
4661	yes	Opossum	Testis	P60	Male	OBIWAN 148 lane 8 / WINDU 46 lane 2	P60	55051637	53907828	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
4729	no	Opossum	Kidney	P60	Male	OBIWAN 217 lane 6	P60	47267428	46196850	98%	QIAgen RNeasy QIAzol	7.4	NA	NA
4731	yes	Opossum	Testis	P60	Male	WINDU 41 lane 7	P60	22749251	22146264	97%	QIAgen RNeasy QIAzol	7.1	NA	NA
5851	yes	Opossum	Liver	P60	Female	OBIWAN 198 lane 2	P60	28077469	27395818	98%	QIAgen RNeasy DTT	8.7	NA	NA
5869	yes	Opossum	Hindbrain/Cerebellum	P60	Female	OBIWAN 203 lane 6	P60	48199826	46593276	97%	QIAgen RNeasy DTT	8.9	NA	NA
5870	yes	Opossum	Ovary	P60	Female	OBIWAN 198 lane 6	P60	37580932	36335705	97%	QIAgen RNeasy DTT	9.4	NA	NA
5871	yes	Opossum	Heart	P60	Female	OBIWAN 206 lane 7	P60	58699716	57162890	97%	QIAgen RNeasy DTT	9.2	NA	NA
5872	yes	Opossum	Liver	P60	Female	OBIWAN 200 lane 5	P60	30862947	29885637	97%	QIAgen RNeasy DTT	8.9	NA	NA
5873	yes	Opossum	Heart	P60	Male	OBIWAN 200 lane 4	P60	51768124	50355986	97%	QIAgen RNeasy DTT	9.4	NA	NA
5874	yes	Opossum	Hindbrain/Cerebellum	P60	Male	OBIWAN 198 lane 7	P60	53348170	52050159	98%	QIAgen RNeasy DTT	9	NA	NA
5875	no	Opossum	Liver	P60	Male	OBIWAN 198 lane 2	P60	43597157	42874995	98%	QIAgen RNeasy DTT	9.5	NA	NA
4606	no	Opossum	Ovary	P90	Female	WINDU 42 lane 8	P90	44639289	42668122	96%	QIAgen RNeasy DTT	9.6	NA	NA
4607	yes	Opossum	Forebrain/Cerebrum	P90	Female	WINDU 45 lane 2	P90	40511582	38480240	95%	QIAgen RNeasy DTT	5.8	NA	NA
4608	yes	Opossum	Hindbrain/Cerebellum	P90	Female	WINDU 45 lane 2	P90	52410086	50762645	97%	QIAgen RNeasy DTT	6.8	NA	NA
4609	yes	Opossum	Kidney	P90	Female	WINDU 45 lane 2	P90	30193955	29385795	97%	QIAgen RNeasy DTT	8.4	NA	NA
4610	yes	Opossum	Liver	P90	Female	WINDU 45 lane 2	P90	41576502	39947710	96%	QIAgen RNeasy DTT	8.8	NA	NA
4612	yes	Opossum	Heart	P90	Female	WINDU 45 lane 2	P90	40875273	39610139	97%	QIAgen RNeasy DTT	8.5	NA	NA
4613	yes	Opossum	Ovary	P90	Female	WINDU 45 lane 2	P90	27519011	26380636	96%	QIAgen RNeasy DTT	9.5	NA	NA
4619	yes	Opossum	Testis	P90	Male	OBIWAN 149 lane 5	P90	34980724	33381825	95%	QIAgen RNeasy DTT	9.4	NA	NA
4620	yes	Opossum	Forebrain/Cerebrum	P90	Male	OBIWAN 149 lane 5	P90	26991021	25773657	95%	QIAgen RNeasy DTT	7.1	NA	NA
4621	yes	Opossum	Hindbrain/Cerebellum	P90	Male	OBIWAN 149 lane 5	P90	53280930	51463773	97%	QIAgen RNeasy DTT	8.7	NA	NA
4635	no	Opossum	Heart	P90	Male	OBIWAN 149 lane 6	P90	36271179	34895388	96%	QIAgen RNeasy QIAzol	7.9	NA	NA
4636	no	Opossum	Kidney	P90	Male	OBIWAN 149 lane 6	P90	40898170	38402414	94%	QIAgen RNeasy QIAzol	7.9	NA	NA
4637	yes	Opossum	Liver	P90	Male	OBIWAN 149 lane 6	P90	32309068	31657870	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
4638	yes	Opossum	Testis	P90	Male	OBIWAN 149 lane 6	P90	39933279	31893380	80%	QIAgen RNeasy QIAzol	8.4	NA	NA
5864	yes	Opossum	Forebrain/Cerebrum	P90	Female	OBIWAN 200 lane 8	P90	32001282	30296718	95%	QIAgen RNeasy DTT	7.3	NA	NA
5865	yes	Opossum	Hindbrain/Cerebellum	P90	Female	OBIWAN 203 lane 6	P90	46740848	45429952	97%	QIAgen RNeasy DTT	8.3	NA	NA
5866	yes	Opossum	Heart	P90	Female	OBIWAN 198 lane 2	P90	44872513	43961271	98%	QIAgen RNeasy DTT	8.6	NA	NA
5867	yes	Opossum	Kidney	P90	Female	OBIWAN 198 lane 6	P90	30073184	29420946	98%	QIAgen RNeasy DTT	8.4	NA	NA
5868	yes	Opossum	Liver	P90	Female	OBIWAN 200 lane 4	P90	36164103	35088166	97%	QIAgen RNeasy DTT	8.5	NA	NA
4745	yes	Rabbit (New Zealand)	Whole Brain	e12	Male	OBIWAN 131 lane 8	12 days	80035040	67893766	85%	QIAgen RNeasy DTT	9.9	NA	NA
4746	yes	Rabbit (New Zealand)	Heart	e12	Male	OBIWAN 131 lane 8	12 days	33650941	28705365	85%	QIAgen RNeasy DTT	9.3	NA	NA
4747	yes	Rabbit (New Zealand)	Testis	e12	Male	OBIWAN 131 lane 8	12 days	22444304	18912325	84%	QIAgen RNeasy DTT	10	NA	NA
4748	yes	Rabbit (New Zealand)	Whole Brain	e12	Male	OBIWAN 131 lane 8	12 days	21426803	18337362	86%	QIAgen RNeasy DTT	10	NA	NA
4749	yes	Rabbit (New Zealand)	Heart	e12	Male	OBIWAN 131 lane 8	12 days	17435901	14908956	86%	QIAgen RNeasy DTT	8.8	NA	NA
4750	yes	Rabbit (New Zealand)	Testis	e12	Male	OBIWAN 132 lane 8	12 days	12023750	10190044	85%	QIAgen RNeasy DTT	9.9	NA	NA
4751	yes	Rabbit (New Zealand)	Whole Brain	e12	Female	OBIWAN 132 lane 8	12 days	29067783	24543305	84%	QIAgen RNeasy DTT	10	NA	NA
4752	yes	Rabbit (New Zealand)	Ovary	e12	Female	OBIWAN 132 lane 8	12 days	32352182	27466914	85%	QIAgen RNeasy DTT	9.8	NA	NA
4753	yes	Rabbit (New Zealand)	Whole Brain	e12	Female	OBIWAN 132 lane 8	12 days	28347495	23893537	84%	QIAgen RNeasy DTT	9.8	NA	NA
4754	yes	Rabbit (New Zealand)	Heart	e12	Female	OBIWAN 132 lane 8	12 days	59021079	49747345	84%	QIAgen RNeasy DTT	9.7	NA	NA
4755	yes	Rabbit (New Zealand)	Ovary	e12	Female	OBIWAN 132 lane 8	12 days	27664618	23284966	84%	QIAgen RNeasy DTT	9.9	NA	NA
4793	yes	Rabbit (New Zealand)	Heart	e12	Female	WINDU 32 lane 2	12 days	28474695	24162781	85%	QIAgen RNeasy QIAzol	9.1	NA	NA
4735	yes	Rabbit (New Zealand)	Whole Brain	e13	Female	OBIWAN 131 lane 4	13 days	47387891	40645188	86%	QIAgen RNeasy QIAzol	9	NA	NA
4736	yes	Rabbit (New Zealand)	Heart	e13	Female	OBIWAN 131 lane 4	13 days	46872105	40713829	87%	QIAgen RNeasy QIAzol	8.3	NA	NA
4737	yes	Rabbit (New Zealand)	Liver	e13	Female	OBIWAN 131 lane 8	13 days	29179330	24421719	84%	QIAgen RNeasy QIAzol	8.7	NA	NA
4738	yes	Rabbit (New Zealand)	Ovary	e13	Female	OBIWAN 131 lane 8	13 days	39025140	33051996	85%	QIAgen RNeasy QIAzol	9	NA	NA
4743	yes	Rabbit (New Zealand)	Liver	e13	Female	WINDU 35 lane 6	13 days	23157510	19650942	85%	QIAgen RNeasy DTT	9.4	NA	NA
4799	yes	Rabbit (New Zealand)	Whole Brain	e13	Male	WINDU 32 lane 3	13 days	30309571	25376180	84%	QIAgen RNeasy QIAzol	9	NA	NA
4800	yes	Rabbit (New Zealand)	Testis	e13	Male	WINDU 32 lane 3	13 days	42766259	35834191	84%	QIAgen RNeasy QIAzol	9	NA	NA
4803	yes	Rabbit (New Zealand)	Whole Brain	e13	Female	WINDU 32 lane 3	13 days	28459879	23619416	83%	QIAgen RNeasy QIAzol	9.1	NA	NA
4804	yes	Rabbit (New Zealand)	Ovary	e13	Female	WINDU 32 lane 3	13 days	33870119	28208036	83%	QIAgen RNeasy QIAzol	9.1	NA	NA
4827	yes	Rabbit (New Zealand)	Heart	e13	Male	WINDU 32 lane 3	13 days	23551683	19751963	84%	QIAgen RNeasy QIAzol	9.3	NA	NA
4828	yes	Rabbit (New Zealand)	Liver	e13	Male	WINDU 32 lane 3	13 days	35984826	29934736	83%	QIAgen RNeasy QIAzol	9.2	NA	NA
4924	yes	Rabbit (New Zealand)	Whole Brain	e13	Male	WINDU 34 lane 5	13 days	29491362	24813373	84%	QIAgen RNeasy DTT	10	NA	NA
4925	yes	Rabbit (New Zealand)	Heart	e13	Male	WINDU 34 lane 6	13 days	38227825	31619065	83%	QIAgen RNeasy DTT	9.9	NA	NA
4926	yes	Rabbit (New Zealand)	Liver	e13	Male	WINDU 34 lane 6	13 days	34827536	29067707	83%	QIAgen RNeasy DTT	10	NA	NA
4927	yes	Rabbit (New Zealand)	Testis	e13	Male	WINDU 34 lane 6	13 days	49927247	40381457	81%	QIAgen RNeasy DTT	10	NA	NA
4817	yes	Rabbit (New Zealand)	Whole Brain	e14	Female	WINDU 34 lane 1	14 days	37001652	31638339	86%	QIAgen RNeasy DTT	9.9	NA	NA
4818	yes	Rabbit (New Zealand)	Heart	e14	Female	WINDU 34 lane 1	14 days	33856539	28699179	85%	QIAgen RNeasy DTT	9.8	NA	NA
4819	yes	Rabbit (New Zealand)	Liver	e14	Female	WINDU 34 lane 1	14 days	40266294	34279051	85%	QIAgen RNeasy DTT	9.7	NA	NA
4820	yes	Rabbit (New Zealand)	Ovary	e14	Female	WINDU 34 lane 1	14 days	30762962	25965740	84%	QIAgen RNeasy DTT	9.6	NA	NA
4823	yes	Rabbit (New Zealand)	Whole Brain	e14	Male	WINDU 34 lane 1	14 days	37819509	32068436	85%	QIAgen RNeasy DTT	9.8	NA	NA
4824	yes	Rabbit (New Zealand)	Heart	e14	Male	WINDU 34 lane 2	14 days	41679820	34894687	84%	QIAgen RNeasy DTT	10	NA	NA
4825	yes	Rabbit (New Zealand)	Liver	e14	Male	WINDU 34 lane 2	14 days	30679276	26007551	85%	QIAgen RNeasy DTT	9.9	NA	NA
4826	yes	Rabbit (New Zealand)	Testis	e14	Male	WINDU 34 lane 2	14 days	35229583	29232761	83%	QIAgen RNeasy DTT	10	NA	NA
4937	yes	Rabbit (New Zealand)	Whole Brain	e14	Female	WINDU 34 lane 6	14 days	38461086	31705867	82%	QIAgen RNeasy DTT	9.9	NA	NA
4939	yes	Rabbit (New Zealand)	Liver	e14	Female	WINDU 34 lane 6	14 days	36598495	30566033	84%	QIAgen RNeasy DTT	10	NA	NA
4940	yes	Rabbit (New Zealand)	Ovary	e14	Female	WINDU 34 lane 6	14 days	34071180	28245394	83%	QIAgen RNeasy DTT	10	NA	NA
4995	yes	Rabbit (New Zealand)	Whole Brain	e14	Male	OBIWAN 138 lane 6	14 days	42015111	35139947	84%	QIAgen RNeasy DTT	9.5	NA	NA
4996	yes	Rabbit (New Zealand)	Heart	e14	Male	OBIWAN 138 lane 6	14 days	28583709	24376961	85%	QIAgen RNeasy DTT	10	NA	NA
4997	yes	Rabbit (New Zealand)	Liver	e14	Male	OBIWAN 138 lane 6	14 days	31049878	26475526	85%	QIAgen RNeasy DTT	10	NA	NA
4998	yes	Rabbit (New Zealand)	Testis	e14	Male	OBIWAN 138 lane 6	14 days	21623284	18385700	85%	QIAgen RNeasy DTT	9.8	NA	NA
3297	yes	Rabbit (New Zealand)	Liver	e15.5	Female	VADER 189 lane 1	15.5 days	50262919	44360628	88%	QIAgen RNeasy DTT	10	NA	NA
3369	yes	Rabbit (New Zealand)	Kidney	e15.5	Male	OBIWAN 131 lane 2	15.5 days	23903373	20164223	84%	QIAgen RNeasy DTT	9.9	NA	NA
3370	yes	Rabbit (New Zealand)	Testis	e15.5	Male	WINDU 4 lane 5	15.5 days	30516231	27189312	89%	QIAgen RNeasy DTT	9.5	NA	NA
3373	no	Rabbit (New Zealand)	Whole Brain	e15.5	Male	VADER 188 lane 8	15.5 days	36142442	30047641	83%	QIAgen RNeasy DTT	9.9	NA	NA
3374	yes	Rabbit (New Zealand)	Heart	e15.5	Male	OBIWAN 131 lane 2	15.5 days	26488994	22746920	86%	QIAgen RNeasy DTT	9.7	NA	NA
3375	yes	Rabbit (New Zealand)	Kidney	e15.5	Male	OBIWAN 131 lane 7	15.5 days	66332467	55485040	84%	QIAgen RNeasy DTT	10	NA	NA
3376	yes	Rabbit (New Zealand)	Testis	e15.5	Male	WINDU 26 lane 7	15.5 days	28944839	24026489	83%	QIAgen RNeasy DTT	9.8	NA	NA
3428	no	Rabbit (New Zealand)	Whole Brain	e15.5	Male	OBIWAN 111 lane 7	15.5 days	50616981	46209043	91%	QIAgen RNeasy DTT	8.9	NA	NA
3429	yes	Rabbit (New Zealand)	Heart	e15.5	Male	OBIWAN 131 lane 7	15.5 days	14990137	12770382	85%	QIAgen RNeasy DTT	9.8	NA	NA
3445	yes	Rabbit (New Zealand)	Heart	e15.5	Female	WINDU 26 lane 8	15.5 days	23651849	20067176	85%	QIAgen RNeasy DTT	9.7	NA	NA
3446	yes	Rabbit (New Zealand)	Kidney	e15.5	Female	OBIWAN 131 lane 3	15.5 days	26950985	22645040	84%	QIAgen RNeasy DTT	9	NA	NA
3447	yes	Rabbit (New Zealand)	Ovary	e15.5	Female	VADER 188 lane 8	15.5 days	38488972	31481073	82%	QIAgen RNeasy DTT	9.7	NA	NA
3450	no	Rabbit (New Zealand)	Whole Brain	e15.5	Female	OBIWAN 111 lane 8	15.5 days	36139612	30909445	86%	QIAgen RNeasy DTT	9.5	NA	NA
3451	yes	Rabbit (New Zealand)	Heart	e15.5	Female	OBIWAN 131 lane 3	15.5 days	35928132	30430673	85%	QIAgen RNeasy DTT	9.3	NA	NA
3452	yes	Rabbit (New Zealand)	Kidney	e15.5	Female	OBIWAN 131 lane 8	15.5 days	10810197	9059586	84%	QIAgen RNeasy DTT	9.8	NA	NA
3453	yes	Rabbit (New Zealand)	Ovary	e15.5	Female	WINDU 26 lane 8	15.5 days	21177452	17800368	84%	QIAgen RNeasy DTT	9.7	NA	NA
3454	yes	Rabbit (New Zealand)	Liver	e15.5	Female	WINDU 4 lane 5	15.5 days	36075442	29110525	81%	QIAgen RNeasy DTT	10	NA	NA
3455	yes	Rabbit (New Zealand)	Liver	e15.5	Male	WINDU 39 lane 5	15.5 days	32444803	27528583	85%	QIAgen RNeasy DTT	9.8	NA	NA
3456	yes	Rabbit (New Zealand)	Liver	e15.5	Female	WINDU 39 lane 5	15.5 days	35063476	29117804	83%	QIAgen RNeasy DTT	8.8	NA	NA
4838	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e15.5	Male	WINDU 32 lane 5	15.5 days	23721214	19764038	83%	QIAgen RNeasy DTT	9.7	NA	NA
4839	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e15.5	Male	WINDU 48 lane 8	15.5 days	45393975	36692163	81%	QIAgen RNeasy DTT	9.8	NA	NA
4840	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e15.5	Male	WINDU 32 lane 5	15.5 days	33386028	28091795	84%	QIAgen RNeasy DTT	9.7	NA	NA
4841	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e15.5	Male	WINDU 48 lane 8	15.5 days	48204468	39145546	81%	QIAgen RNeasy DTT	9.8	NA	NA
4842	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e15.5	Female	WINDU 32 lane 5	15.5 days	66442987	55518328	84%	QIAgen RNeasy DTT	9.7	NA	NA
4843	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e15.5	Female	WINDU 32 lane 5	15.5 days	33885829	28486757	84%	QIAgen RNeasy DTT	9.7	NA	NA
4844	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e15.5	Female	WINDU 32 lane 5	15.5 days	20442713	17005599	83%	QIAgen RNeasy DTT	9.9	NA	NA
4845	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e15.5	Female	WINDU 32 lane 5	15.5 days	44465871	37085283	83%	QIAgen RNeasy DTT	9.8	NA	NA
3293	yes	Rabbit (New Zealand)	Liver	e16.5	Male	WINDU 35 lane 5	16.5 days	24020848	19850856	83%	QIAgen RNeasy DTT	10	NA	NA
3294	yes	Rabbit (New Zealand)	Liver	e16.5	Male	WINDU 26 lane 7	16.5 days	38531648	32466131	84%	QIAgen RNeasy DTT	10	NA	NA
3296	yes	Rabbit (New Zealand)	Liver	e16.5	Female	WINDU 4 lane 3	16.5 days	24444413	21839211	89%	QIAgen RNeasy DTT	10	NA	NA
3406	yes	Rabbit (New Zealand)	Kidney	e16.5	Male	OBIWAN 131 lane 2	16.5 days	17005677	14307003	84%	QIAgen RNeasy DTT	9.3	NA	NA
3407	yes	Rabbit (New Zealand)	Testis	e16.5	Male	VADER 184 lane 8/VADER 158 lane 6	16.5 days	50956371	45461317	89%	QIAgen RNeasy DTT	9.9	NA	NA
3409	no	Rabbit (New Zealand)	Whole Brain	e16.5	Female	OBIWAN 110 lane 7	16.5 days	47015747	39831160	85%	QIAgen RNeasy DTT	8.9	NA	NA
3410	yes	Rabbit (New Zealand)	Heart	e16.5	Female	WINDU 35 lane 6	16.5 days	33930611	28942780	85%	QIAgen RNeasy DTT	9.7	NA	NA
3411	yes	Rabbit (New Zealand)	Ovary	e16.5	Female	VADER 184 lane 8	16.5 days	34060410	30585315	90%	QIAgen RNeasy DTT	9.5	NA	NA
3421	no	Rabbit (New Zealand)	Whole Brain	e16.5	Male	OBIWAN 111 lane 7	16.5 days	53180570	46173381	87%	QIAgen RNeasy DTT	10	NA	NA
3422	yes	Rabbit (New Zealand)	Heart	e16.5	Male	OBIWAN 131 lane 7	16.5 days	11332590	9760106	86%	QIAgen RNeasy DTT	10	NA	NA
3423	yes	Rabbit (New Zealand)	Kidney	e16.5	Male	OBIWAN 131 lane 7	16.5 days	10744828	9018895	84%	QIAgen RNeasy DTT	10	NA	NA
3424	yes	Rabbit (New Zealand)	Testis	e16.5	Male	WINDU 26 lane 8	16.5 days	24510341	20815743	85%	QIAgen RNeasy DTT	10	NA	NA
3432	no	Rabbit (New Zealand)	Whole Brain	e16.5	Female	OBIWAN 111 lane 8	16.5 days	42846031	33483333	78%	QIAgen RNeasy DTT	10	NA	NA
3433	yes	Rabbit (New Zealand)	Heart	e16.5	Female	OBIWAN 131 lane 3	16.5 days	38389369	32337605	84%	QIAgen RNeasy DTT	9.3	NA	NA
3434	yes	Rabbit (New Zealand)	Kidney	e16.5	Female	OBIWAN 131 lane 7	16.5 days	9613987	8039591	84%	QIAgen RNeasy DTT	10	NA	NA
3435	yes	Rabbit (New Zealand)	Ovary	e16.5	Female	WINDU 26 lane 8	16.5 days	26763321	22105332	83%	QIAgen RNeasy DTT	9.3	NA	NA
3440	no	Rabbit (New Zealand)	Whole Brain	e16.5	Male	OBIWAN 110 lane 7	16.5 days	50740278	43393942	86%	QIAgen RNeasy DTT	9.4	NA	NA
3441	yes	Rabbit (New Zealand)	Heart	e16.5	Male	OBIWAN 131 lane 3	16.5 days	33962062	28898413	85%	QIAgen RNeasy DTT	10	NA	NA
3532	yes	Rabbit (New Zealand)	Liver	e16.5	Female	WINDU 26 lane 8	16.5 days	41002718	33242422	81%	QIAgen RNeasy DTT	10	NA	NA
3599	yes	Rabbit (New Zealand)	Kidney	e16.5	Female	OBIWAN 131 lane 3	16.5 days	30771510	25820448	84%	QIAgen RNeasy DTT	10	NA	NA
4846	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e16.5	Female	WINDU 32 lane 5	16.5 days	60108879	50226025	84%	QIAgen RNeasy DTT	9.5	NA	NA
4847	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e16.5	Female	WINDU 32 lane 6	16.5 days	44914345	37053258	82%	QIAgen RNeasy DTT	9.8	NA	NA
4848	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e16.5	Male	WINDU 32 lane 6	16.5 days	29356388	24385896	83%	QIAgen RNeasy DTT	9.6	NA	NA
4849	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e16.5	Male	WINDU 48 lane 8	16.5 days	63261743	51002682	81%	QIAgen RNeasy DTT	9.6	NA	NA
4850	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e16.5	Female	WINDU 34 lane 2	16.5 days	34599797	29216985	84%	QIAgen RNeasy DTT	9.5	NA	NA
4851	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e16.5	Female	WINDU 34 lane 2	16.5 days	34066553	28913121	85%	QIAgen RNeasy DTT	9.2	NA	NA
4852	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e16.5	Male	WINDU 34 lane 2	16.5 days	35582119	30036154	84%	QIAgen RNeasy DTT	9.4	NA	NA
4853	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e16.5	Male	WINDU 34 lane 2	16.5 days	33156477	27979474	84%	QIAgen RNeasy DTT	9.5	NA	NA
3289	yes	Rabbit (New Zealand)	Liver	e18	Male	WINDU 35 lane 5	18 days	30973683	25071857	81%	QIAgen RNeasy DTT	9.1	NA	NA
3290	yes	Rabbit (New Zealand)	Liver	e18	Female	WINDU 4 lane 3	18 days	44200530	38686926	88%	QIAgen RNeasy DTT	9.7	NA	NA
3291	yes	Rabbit (New Zealand)	Liver	e18	Female	WINDU 26 lane 6	18 days	35031600	29013715	83%	QIAgen RNeasy DTT	7.5	NA	NA
3292	yes	Rabbit (New Zealand)	Liver	e18	Male	WINDU 26 lane 7	18 days	40810735	33521151	82%	QIAgen RNeasy DTT	8.7	NA	NA
3320	yes	Rabbit (New Zealand)	Heart	e18	Male	OBIWAN 131 lane 1	18 days	33272680	29069569	87%	QIAgen RNeasy DTT	9.3	NA	NA
3321	yes	Rabbit (New Zealand)	Kidney	e18	Male	OBIWAN 131 lane 2	18 days	28336927	24511864	87%	QIAgen RNeasy DTT	8.9	NA	NA
3322	yes	Rabbit (New Zealand)	Testis	e18	Male	VADER 184 lane 8/VADER 158 lane 6	18 days	45625958	40662093	89%	QIAgen RNeasy DTT	10	NA	NA
3335	yes	Rabbit (New Zealand)	Heart	e18	Female	WINDU 26 lane 7	18 days	22998592	19731859	86%	QIAgen RNeasy DTT	7.8	NA	NA
3336	yes	Rabbit (New Zealand)	Kidney	e18	Female	OBIWAN 131 lane 2	18 days	36521206	30833350	84%	QIAgen RNeasy DTT	7.4	NA	NA
3337	yes	Rabbit (New Zealand)	Ovary	e18	Female	VADER 184 lane 8/VADER 158 lane 6	18 days	36384270	31891773	88%	QIAgen RNeasy DTT	8.2	NA	NA
3341	yes	Rabbit (New Zealand)	Heart	e18	Female	OBIWAN 131 lane 2	18 days	24417901	21315299	87%	QIAgen RNeasy DTT	8.6	NA	NA
3342	yes	Rabbit (New Zealand)	Kidney	e18	Female	OBIWAN 131 lane 6	18 days	30768401	25716189	84%	QIAgen RNeasy DTT	8.5	NA	NA
3343	yes	Rabbit (New Zealand)	Ovary	e18	Female	WINDU 26 lane 7	18 days	23653841	19378562	82%	QIAgen RNeasy DTT	7.3	NA	NA
3401	yes	Rabbit (New Zealand)	Heart	e18	Male	OBIWAN 131 lane 7	18 days	66610570	57028297	86%	QIAgen RNeasy DTT	9.9	NA	NA
3402	yes	Rabbit (New Zealand)	Kidney	e18	Male	OBIWAN 131 lane 7	18 days	46416006	38855883	84%	QIAgen RNeasy DTT	10	NA	NA
3403	yes	Rabbit (New Zealand)	Testis	e18	Male	WINDU 26 lane 8	18 days	21049739	17863199	85%	QIAgen RNeasy DTT	9.4	NA	NA
3497	no	Rabbit (New Zealand)	Whole Brain	e18	Female	VADER 191 lane 5	18 days	39776241	36017770	91%	QIAgen RNeasy DTT	9.3	NA	NA
3498	no	Rabbit (New Zealand)	Whole Brain	e18	Male	OBIWAN 110 lane 8	18 days	52637627	42732417	81%	QIAgen RNeasy DTT	9.3	NA	NA
3500	no	Rabbit (New Zealand)	Whole Brain	e18	Male	OBIWAN 111 lane 8	18 days	54582173	50187809	92%	QIAgen RNeasy DTT	9.6	NA	NA
3501	no	Rabbit (New Zealand)	Whole Brain	e18	Male	WINDU 10 lane 1	18 days	53132583	48613609	91%	QIAgen RNeasy DTT	9	NA	NA
4854	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e18	Male	WINDU 32 lane 6	18 days	44975708	36988284	82%	QIAgen RNeasy DTT	9.7	NA	NA
4855	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e18	Male	WINDU 32 lane 6	18 days	26515828	22085994	83%	QIAgen RNeasy DTT	9.9	NA	NA
4856	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e18	Female	WINDU 32 lane 6	18 days	74724694	62909566	84%	QIAgen RNeasy DTT	9.7	NA	NA
4857	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e18	Female	WINDU 32 lane 6	18 days	25872981	21379516	83%	QIAgen RNeasy DTT	8.3	NA	NA
4858	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e18	Male	WINDU 34 lane 2	18 days	36862258	31178499	85%	QIAgen RNeasy DTT	9.4	NA	NA
4859	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e18	Male	WINDU 34 lane 3	18 days	39584734	32745442	83%	QIAgen RNeasy DTT	10	NA	NA
4860	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e18	Female	WINDU 34 lane 3	18 days	41891134	35012009	84%	QIAgen RNeasy DTT	9.8	NA	NA
4861	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e18	Female	WINDU 34 lane 3	18 days	39335128	33047564	84%	QIAgen RNeasy DTT	9.7	NA	NA
4781	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e19.5	Female	WINDU 32 lane 1	19.5 days	35246498	29638967	84%	QIAgen RNeasy DTT	9.5	NA	NA
4782	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e19.5	Female	WINDU 32 lane 1	19.5 days	46274007	39443953	85%	QIAgen RNeasy DTT	9.7	NA	NA
4783	yes	Rabbit (New Zealand)	Heart	e19.5	Female	WINDU 32 lane 1	19.5 days	33772926	28764902	85%	QIAgen RNeasy DTT	9.8	NA	NA
4784	yes	Rabbit (New Zealand)	Kidney	e19.5	Female	WINDU 32 lane 1	19.5 days	31927229	27111019	85%	QIAgen RNeasy DTT	9.9	NA	NA
4785	yes	Rabbit (New Zealand)	Liver	e19.5	Female	WINDU 32 lane 1	19.5 days	36223762	29361210	81%	QIAgen RNeasy DTT	10	NA	NA
4786	yes	Rabbit (New Zealand)	Ovary	e19.5	Female	WINDU 32 lane 1	19.5 days	35734223	30386036	85%	QIAgen RNeasy DTT	9.8	NA	NA
4788	yes	Rabbit (New Zealand)	Forebrain/Cerebrum	e19.5	Male	WINDU 32 lane 2	19.5 days	35305600	29352326	83%	QIAgen RNeasy DTT	9.7	NA	NA
4789	yes	Rabbit (New Zealand)	Hindbrain/Cerebellum	e19.5	Male	WINDU 32 lane 2	19.5 days	25428140	21457581	84%	QIAgen RNeasy DTT	9.6	NA	NA
4790	yes	Rabbit (New Zealand)	Heart	e19.5	Male	WINDU 32 lane 2	19.5 days	33415367	28758802	86%	QIAgen RNeasy DTT	9.6	NA	NA
4791	yes	Rabbit (New Zealand)	Kidney	e19.5	Male	WINDU 32 lane 2	19.5 days	50950857	42622163	84%	QIAgen RNeasy DTT	10	NA	NA
