"Supplementary Table 2: Description of the 1,893 libraries that comprise the mammalian evo-devo resource "														
														
library ID	Used library?	Species (strain)	Organ	Developmental stage	Sex	Sequencing runs (machine run lane)	Stage (detail)	Total number reads	Total number aligned reads	% aligned reads	Extraction protocol	RQN	RIN	HDBR ID
2350	yes	Rat (Holtzman SD)	Ovary	P112	Female	VADER 153 lane 7	16 weeks post birth	26352453	25288576	96%	QIAgen RNeasy QIAzol	8.7	NA	NA
2351	yes	Rat (Holtzman SD)	Liver	P112	Female	VADER 161 lane 8	16 weeks post birth	25871508	25578414	99%	QIAgen RNeasy QIAzol	8.1	NA	NA
2352	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P112	Female	OBIWAN 91 lane 4	16 weeks post birth	45627611	44851060	98%	QIAgen RNeasy QIAzol	7.8	NA	NA
2353	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P112	Female	OBIWAN 91 lane 4	16 weeks post birth	36308813	35645474	98%	QIAgen RNeasy QIAzol	8.4	NA	NA
2354	yes	Rat (Holtzman SD)	Ovary	P112	Female	OBIWAN 91 lane 4	16 weeks post birth	38914273	38227612	98%	QIAgen RNeasy QIAzol	8.5	NA	NA
2355	yes	Rat (Holtzman SD)	Liver	P112	Female	OBIWAN 91 lane 4	16 weeks post birth	40011322	39182412	98%	QIAgen RNeasy QIAzol	8.1	NA	NA
2356	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P112	Male	VADER 153 lane 7	16 weeks post birth	34441710	32820021	95%	QIAgen RNeasy QIAzol	7.6	NA	NA
2357	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P112	Male	VADER 153 lane 7	16 weeks post birth	33274912	31667807	95%	QIAgen RNeasy QIAzol	7.7	NA	NA
2358	yes	Rat (Holtzman SD)	Testis	P112	Male	VADER 161 lane 8	16 weeks post birth	35650831	34948698	98%	QIAgen RNeasy QIAzol	7.8	NA	NA
2359	yes	Rat (Holtzman SD)	Liver	P112	Male	VADER 161 lane 8	16 weeks post birth	29338454	28797558	98%	QIAgen RNeasy QIAzol	7.8	NA	NA
2367	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P112	Male	OBIWAN 91 lane 6	16 weeks post birth	47743419	46437282	97%	QIAgen RNeasy QIAzol	8	NA	NA
2368	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P112	Male	OBIWAN 91 lane 6	16 weeks post birth	53982164	52818042	98%	QIAgen RNeasy QIAzol	7.5	NA	NA
2369	yes	Rat (Holtzman SD)	Testis	P112	Male	OBIWAN 91 lane 6	16 weeks post birth	37719141	36942944	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
2370	yes	Rat (Holtzman SD)	Liver	P112	Male	OBIWAN 91 lane 6	16 weeks post birth	39698149	38927355	98%	QIAgen RNeasy QIAzol	7.9	NA	NA
2746	yes	Rat (Holtzman SD)	Heart	P112	Female	WINDU 15 lane 2	16 weeks post birth	27813800	27345738	98%	QIAgen RNeasy QIAzol	8	NA	NA
2747	yes	Rat (Holtzman SD)	Heart	P112	Male	OBIWAN 123 lane 8	16 weeks post birth	27585164	27083815	98%	QIAgen RNeasy QIAzol	6.6	NA	NA
2748	yes	Rat (Holtzman SD)	Kidney	P112	Male	OBIWAN 124 lane 8	16 weeks post birth	33451376	33073378	99%	QIAgen RNeasy QIAzol	7.5	NA	NA
2749	yes	Rat (Holtzman SD)	Heart	P112	Male	OBIWAN 123 lane 8	16 weeks post birth	23007264	22783569	99%	QIAgen RNeasy QIAzol	7.6	NA	NA
2750	yes	Rat (Holtzman SD)	Kidney	P112	Male	OBIWAN 124 lane 8	16 weeks post birth	31075515	30726785	99%	QIAgen RNeasy QIAzol	7.4	NA	NA
2853	yes	Rat (Holtzman SD)	Heart	P112	Female	OBIWAN 124 lane 3	16 weeks post birth	24165861	23924320	99%	QIAgen RNeasy QIAzol	8.3	NA	NA
2854	yes	Rat (Holtzman SD)	Kidney	P112	Female	WINDU 23 lane 2	16 weeks post birth	31081988	30735296	99%	QIAgen RNeasy QIAzol	7.6	NA	NA
2870	yes	Rat (Holtzman SD)	Kidney	P112	Female	WINDU 23 lane 7	16 weeks post birth	32131847	31563399	98%	QIAgen RNeasy QIAzol	7	NA	NA
2336	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P14	Female	VADER 153 lane 6	2 weeks post birth	44581482	42939303	96%	QIAgen RNeasy QIAzol	7.5	9.9	NA
2337	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P14	Female	VADER 153 lane 6	2 weeks post birth	26808556	25914277	97%	QIAgen RNeasy QIAzol	7.4	NA	NA
2338	yes	Rat (Holtzman SD)	Ovary	P14	Female	VADER 153 lane 6	2 weeks post birth	33782929	32157245	95%	QIAgen RNeasy QIAzol	7.4	NA	NA
2339	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P14	Female	VADER 171 lane 8	2 weeks post birth	40099516	38945792	97%	QIAgen RNeasy QIAzol	7.8	10	NA
2340	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P14	Female	VADER 171 lane 8	2 weeks post birth	30603604	29789656	97%	QIAgen RNeasy QIAzol	7.2	NA	NA
2341	yes	Rat (Holtzman SD)	Ovary	P14	Female	VADER 171 lane 8	2 weeks post birth	41442514	40666239	98%	QIAgen RNeasy QIAzol	7.3	NA	NA
2342	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P14	Male	VADER 153 lane 6	2 weeks post birth	36877009	35283337	96%	QIAgen RNeasy QIAzol	7.5	NA	NA
2343	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P14	Male	VADER 153 lane 6	2 weeks post birth	33380387	32596622	98%	QIAgen RNeasy QIAzol	7.4	NA	NA
2344	yes	Rat (Holtzman SD)	Testis	P14	Male	VADER 153 lane 6	2 weeks post birth	32282523	31003319	96%	QIAgen RNeasy QIAzol	8.1	10	NA
2345	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P14	Male	VADER 171 lane 8	2 weeks post birth	42920793	41941637	98%	QIAgen RNeasy QIAzol	7.7	10	NA
2346	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P14	Male	VADER 171 lane 8	2 weeks post birth	38048622	37107311	98%	QIAgen RNeasy QIAzol	7.3	NA	NA
2347	yes	Rat (Holtzman SD)	Testis	P14	Male	OBIWAN 91 lane 4	2 weeks post birth	43275051	42429861	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
2525	yes	Rat (Holtzman SD)	Liver	P14	Female	VADER 162 lane 1	2 weeks post birth	34090679	33439370	98%	QIAgen RNeasy DTT	9.5	NA	NA
2526	yes	Rat (Holtzman SD)	Liver	P14	Female	VADER 175 lane 8	2 weeks post birth	47316599	46275738	98%	QIAgen RNeasy DTT	9.3	NA	NA
2527	yes	Rat (Holtzman SD)	Liver	P14	Male	VADER 162 lane 1	2 weeks post birth	36790131	36056629	98%	QIAgen RNeasy DTT	9.5	NA	NA
2727	yes	Rat (Holtzman SD)	Heart	P14	Female	WINDU 15 lane 2	2 weeks post birth	16088239	15805492	98%	QIAgen RNeasy DTT	6.8	NA	NA
2728	yes	Rat (Holtzman SD)	Heart	P14	Female	OBIWAN 123 lane 7	2 weeks post birth	27743476	27232654	98%	QIAgen RNeasy DTT	7.6	NA	NA
2729	yes	Rat (Holtzman SD)	Kidney	P14	Female	OBIWAN 123 lane 7	2 weeks post birth	26877503	26610948	99%	QIAgen RNeasy DTT	7.2	NA	NA
2730	yes	Rat (Holtzman SD)	Kidney	P14	Male	OBIWAN 124 lane 7	2 weeks post birth	32865912	32450539	99%	QIAgen RNeasy QIAzol	9.1	NA	NA
2731	yes	Rat (Holtzman SD)	Heart	P14	Male	OBIWAN 123 lane 7	2 weeks post birth	32215051	31728947	98%	QIAgen RNeasy DTT	7.3	NA	NA
2756	yes	Rat (Holtzman SD)	Kidney	P14	Female	WINDU 23 lane 2	2 weeks post birth	37054814	36549322	99%	QIAgen RNeasy QIAzol	7.9	NA	NA
2758	yes	Rat (Holtzman SD)	Kidney	P14	Male	WINDU 23 lane 2	2 weeks post birth	27362339	26979652	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2759	yes	Rat (Holtzman SD)	Liver	P14	Male	OBIWAN 94 lane 6	2 weeks post birth	36657274	35925775	98%	QIAgen RNeasy QIAzol	8.5	NA	NA
2760	yes	Rat (Holtzman SD)	Heart	P14	Male	OBIWAN 123 lane 9	2 weeks post birth	28870798	28526970	99%	QIAgen RNeasy QIAzol	8.2	NA	NA
4898	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P3	Female	WINDU 32 lane 7	3 days post birth	33214559	32641018	98%	QIAgen RNeasy DTT	95	NA	NA
4899	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P3	Female	WINDU 32 lane 7	3 days post birth	39330217	38727018	98%	QIAgen RNeasy DTT	9.7	NA	NA
4900	yes	Rat (Holtzman SD)	Heart	P3	Female	WINDU 32 lane 7	3 days post birth	34337396	33814212	98%	QIAgen RNeasy DTT	9.8	NA	NA
4901	yes	Rat (Holtzman SD)	Kidney	P3	Female	WINDU 32 lane 7	3 days post birth	34686987	34235144	99%	QIAgen RNeasy DTT	10	NA	NA
4902	yes	Rat (Holtzman SD)	Liver	P3	Female	WINDU 32 lane 7	3 days post birth	24878543	24578538	99%	QIAgen RNeasy DTT	9.5	NA	NA
4903	yes	Rat (Holtzman SD)	Ovary	P3	Female	WINDU 32 lane 7	3 days post birth	37440069	36981263	99%	QIAgen RNeasy DTT	9.8	NA	NA
4904	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P3	Male	WINDU 32 lane 7	3 days post birth	40287195	39711963	99%	QIAgen RNeasy DTT	9.5	NA	NA
4905	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P3	Male	WINDU 32 lane 7	3 days post birth	39289428	38590210	98%	QIAgen RNeasy DTT	9.6	NA	NA
4906	yes	Rat (Holtzman SD)	Heart	P3	Male	WINDU 32 lane 8	3 days post birth	35658458	34732361	97%	QIAgen RNeasy DTT	8.8	NA	NA
4907	yes	Rat (Holtzman SD)	Kidney	P3	Male	WINDU 32 lane 8	3 days post birth	30801581	30354575	99%	QIAgen RNeasy DTT	9.4	NA	NA
4908	yes	Rat (Holtzman SD)	Liver	P3	Male	WINDU 32 lane 8	3 days post birth	43621953	42725955	98%	QIAgen RNeasy DTT	8.9	NA	NA
4909	yes	Rat (Holtzman SD)	Testis	P3	Male	WINDU 32 lane 8	3 days post birth	35331626	34905906	99%	QIAgen RNeasy DTT	9.2	NA	NA
4958	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P3	Male	WINDU 33 lane 6	3 days post birth	24847793	24560811	99%	QIAgen RNeasy DTT	9.6	NA	NA
4959	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P3	Male	WINDU 33 lane 6	3 days post birth	25782187	25490156	99%	QIAgen RNeasy DTT	9.8	NA	NA
4960	yes	Rat (Holtzman SD)	Heart	P3	Male	WINDU 33 lane 6	3 days post birth	27201082	26771041	98%	QIAgen RNeasy DTT	9.2	NA	NA
4961	yes	Rat (Holtzman SD)	Liver	P3	Male	WINDU 33 lane 6	3 days post birth	27944312	27646987	99%	QIAgen RNeasy DTT	9.7	NA	NA
4962	yes	Rat (Holtzman SD)	Kidney	P3	Male	WINDU 33 lane 6	3 days post birth	28944542	28553885	99%	QIAgen RNeasy DTT	9.1	NA	NA
4963	yes	Rat (Holtzman SD)	Testis	P3	Male	WINDU 33 lane 6	3 days post birth	25929890	25503428	98%	QIAgen RNeasy DTT	10	NA	NA
4964	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P3	Female	WINDU 33 lane 6	3 days post birth	25931997	25619294	99%	QIAgen RNeasy DTT	9.3	NA	NA
4965	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P3	Female	WINDU 33 lane 6	3 days post birth	22704143	22289692	98%	QIAgen RNeasy DTT	9.7	NA	NA
4966	yes	Rat (Holtzman SD)	Heart	P3	Female	WINDU 35 lane 4	3 days post birth	32537824	32185179	99%	QIAgen RNeasy DTT	9.6	NA	NA
4967	yes	Rat (Holtzman SD)	Liver	P3	Female	WINDU 35 lane 4	3 days post birth	30630098	30357266	99%	QIAgen RNeasy DTT	9.5	NA	NA
4968	yes	Rat (Holtzman SD)	Kidney	P3	Female	WINDU 35 lane 4	3 days post birth	23218782	22901341	99%	QIAgen RNeasy DTT	9.3	NA	NA
4969	yes	Rat (Holtzman SD)	Ovary	P3	Female	WINDU 35 lane 4	3 days post birth	26682858	26430808	99%	QIAgen RNeasy DTT	10	NA	NA
1875	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P42	Male	VADER 152 lane 8	6 weeks post birth	31815993	31298894	98%	QIAgen RNeasy QIAzol	7.1	NA	NA
1968	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P42	Male	VADER 152 lane 8	6 weeks post birth	24408746	23745717	97%	QIAgen RNeasy QIAzol	7.4	NA	NA
1969	yes	Rat (Holtzman SD)	Liver	P42	Male	VADER 161 lane 7	6 weeks post birth	30730476	30298001	99%	QIAgen RNeasy QIAzol	8.1	NA	NA
1970	yes	Rat (Holtzman SD)	Testis	P42	Male	VADER 152 lane 8	6 weeks post birth	28999291	28555785	98%	QIAgen RNeasy QIAzol	7.8	NA	NA
1971	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P42	Male	OBIWAN 88 lane 7	6 weeks post birth	37935977	37207938	98%	QIAgen RNeasy QIAzol	7.7	NA	NA
1972	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P42	Male	OBIWAN 88 lane 7	6 weeks post birth	41327365	40441575	98%	QIAgen RNeasy QIAzol	7.7	NA	NA
1973	yes	Rat (Holtzman SD)	Liver	P42	Male	OBIWAN 88 lane 7	6 weeks post birth	40753892	40055135	98%	QIAgen RNeasy QIAzol	8	NA	NA
1974	yes	Rat (Holtzman SD)	Testis	P42	Male	OBIWAN 88 lane 7	6 weeks post birth	46110522	45191770	98%	QIAgen RNeasy QIAzol	6.8	NA	NA
1975	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P42	Female	VADER 152 lane 8	6 weeks post birth	29724514	28790972	97%	QIAgen RNeasy QIAzol	7.8	NA	NA
2285	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P42	Female	VADER 152 lane 8	6 weeks post birth	20238395	19893488	98%	QIAgen RNeasy QIAzol	7.6	NA	NA
2286	yes	Rat (Holtzman SD)	Ovary	P42	Female	VADER 152 lane 8	6 weeks post birth	25114374	24754055	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2287	yes	Rat (Holtzman SD)	Liver	P42	Female	VADER 161 lane 8	6 weeks post birth	30634809	30159930	98%	QIAgen RNeasy QIAzol	8.1	NA	NA
2363	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P42	Female	OBIWAN 91 lane 5	6 weeks post birth	45874409	45140959	98%	QIAgen RNeasy QIAzol	8	NA	NA
2364	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P42	Female	OBIWAN 91 lane 5	6 weeks post birth	41281896	40228412	97%	QIAgen RNeasy QIAzol	7.2	NA	NA
2365	yes	Rat (Holtzman SD)	Ovary	P42	Female	OBIWAN 91 lane 5	6 weeks post birth	37551622	36877595	98%	QIAgen RNeasy QIAzol	8.3	NA	NA
2366	yes	Rat (Holtzman SD)	Liver	P42	Female	OBIWAN 91 lane 6	6 weeks post birth	45289331	44273921	98%	QIAgen RNeasy QIAzol	8	NA	NA
2738	yes	Rat (Holtzman SD)	Heart	P42	Female	WINDU 15 lane 2	6 weeks post birth	36572774	36020575	98%	QIAgen RNeasy QIAzol	8	NA	NA
2739	yes	Rat (Holtzman SD)	Kidney	P42	Female	OBIWAN 124 lane 8	6 weeks post birth	30260345	29801624	98%	QIAgen RNeasy QIAzol	6.8	NA	NA
2740	yes	Rat (Holtzman SD)	Heart	P42	Female	OBIWAN 123 lane 8	6 weeks post birth	26924984	26667354	99%	QIAgen RNeasy QIAzol	7.1	NA	NA
2741	yes	Rat (Holtzman SD)	Kidney	P42	Female	OBIWAN 124 lane 8	6 weeks post birth	33429258	33097575	99%	QIAgen RNeasy QIAzol	5.8	NA	NA
2742	yes	Rat (Holtzman SD)	Heart	P42	Male	OBIWAN 123 lane 8	6 weeks post birth	27360682	27094344	99%	QIAgen RNeasy QIAzol	7.9	NA	NA
2743	yes	Rat (Holtzman SD)	Kidney	P42	Male	OBIWAN 124 lane 8	6 weeks post birth	27514276	27213311	99%	QIAgen RNeasy QIAzol	6.3	NA	NA
2751	yes	Rat (Holtzman SD)	Heart	P42	Male	OBIWAN 123 lane 8	6 weeks post birth	26404675	26181993	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2856	yes	Rat (Holtzman SD)	Kidney	P42	Male	WINDU 23 lane 2	6 weeks post birth	27570406	27073242	98%	QIAgen RNeasy QIAzol	6.8	NA	NA
2294	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P7	Female	VADER 153 lane 5	1 week post birth	45211724	43774521	97%	QIAgen RNeasy QIAzol	9.1	NA	NA
2295	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P7	Female	VADER 153 lane 5	1 week post birth	40506892	38888213	96%	QIAgen RNeasy QIAzol	8.8	NA	NA
2296	yes	Rat (Holtzman SD)	Ovary	P7	Female	VADER 153 lane 5	1 week post birth	33623474	32381754	96%	QIAgen RNeasy QIAzol	8.4	NA	NA
2298	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P7	Female	OBIWAN 88 lane 8	1 week post birth	76704470	75146540	98%	QIAgen RNeasy QIAzol	8.9	NA	NA
2299	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P7	Female	OBIWAN 91 lane 4	1 week post birth	40094527	39342897	98%	QIAgen RNeasy QIAzol	8.8	NA	NA
2300	yes	Rat (Holtzman SD)	Ovary	P7	Female	VADER 171 lane 8	1 week post birth	35647546	34815596	98%	QIAgen RNeasy QIAzol	8.6	NA	NA
2302	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P7	Male	VADER 153 lane 5	1 week post birth	22631670	21754423	96%	QIAgen RNeasy QIAzol	9.1	NA	NA
2303	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P7	Male	VADER 153 lane 5	1 week post birth	34274038	33092373	97%	QIAgen RNeasy QIAzol	8.7	NA	NA
2304	yes	Rat (Holtzman SD)	Testis	P7	Male	VADER 153 lane 5	1 week post birth	30391370	29315516	96%	QIAgen RNeasy QIAzol	9	NA	NA
2360	yes	Rat (Holtzman SD)	Forebrain/Cerebrum	P7	Male	OBIWAN 91 lane 5	1 week post birth	37556561	36890356	98%	QIAgen RNeasy QIAzol	8.9	NA	NA
2361	yes	Rat (Holtzman SD)	Hindbrain/Cerebellum	P7	Male	OBIWAN 91 lane 5	1 week post birth	37773223	37063316	98%	QIAgen RNeasy QIAzol	8.7	NA	NA
2362	yes	Rat (Holtzman SD)	Testis	P7	Male	OBIWAN 91 lane 5	1 week post birth	42874345	42153965	98%	QIAgen RNeasy QIAzol	8.9	NA	NA
2521	yes	Rat (Holtzman SD)	Liver	P7	Female	VADER 162 lane 1	1 week post birth	35575035	34814613	98%	QIAgen RNeasy DTT	9.4	NA	NA
2522	yes	Rat (Holtzman SD)	Liver	P7	Female	VADER 175 lane 8	1 week post birth	38918632	38102441	98%	QIAgen RNeasy DTT	9.5	NA	NA
2523	yes	Rat (Holtzman SD)	Liver	P7	Male	VADER 162 lane 1	1 week post birth	36222271	35591285	98%	QIAgen RNeasy DTT	9.5	NA	NA
2524	yes	Rat (Holtzman SD)	Liver	P7	Male	VADER 175 lane 8	1 week post birth	32973347	32237160	98%	QIAgen RNeasy DTT	9.5	NA	NA
2724	yes	Rat (Holtzman SD)	Heart	P7	Female	WINDU 15 lane 2	1 week post birth	35269928	27620628	78%	QIAgen RNeasy QIAzol	9.2	NA	NA
2725	yes	Rat (Holtzman SD)	Kidney	P7	Female	OBIWAN 123 lane 7	1 week post birth	32363988	31856557	98%	QIAgen RNeasy QIAzol	8.5	NA	NA
2733	yes	Rat (Holtzman SD)	Kidney	P7	Female	OBIWAN 124 lane 8	1 week post birth	34418026	33962901	99%	QIAgen RNeasy QIAzol	8.8	NA	NA
2734	yes	Rat (Holtzman SD)	Heart	P7	Male	OBIWAN 123 lane 8	1 week post birth	26272458	25995837	99%	QIAgen RNeasy QIAzol	8.6	NA	NA
2735	yes	Rat (Holtzman SD)	Kidney	P7	Male	OBIWAN 124 lane 8	1 week post birth	36870810	36454449	99%	QIAgen RNeasy QIAzol	9	NA	NA
2736	yes	Rat (Holtzman SD)	Heart	P7	Male	OBIWAN 123 lane 8	1 week post birth	23276493	23041216	99%	QIAgen RNeasy QIAzol	8.4	NA	NA
2737	yes	Rat (Holtzman SD)	Kidney	P7	Male	OBIWAN 124 lane 8	1 week post birth	37195058	36759710	99%	QIAgen RNeasy QIAzol	8.9	NA	NA
6109	no	Rhesus macaque	Forebrain/Cerebrum	2 years post birth	Male	OBIWAN 203 lane 8	2 years post birth	40849034	38367351	94%	QIAgen RNeasy DTT	8.9	NA	NA
6108	yes	Rhesus macaque	Forebrain/Cerebrum	24 days post birth	Male	OBIWAN 203 lane 8	24 days post birth	49241662	46281576	94%	QIAgen RNeasy DTT	9	NA	NA
5370	yes	Rhesus macaque	Liver	e109	Male	WINDU 50 lane 6	109 days	37461131	35576914	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5386	yes	Rhesus macaque	Kidney	e109	Male	WINDU 50 lane 7	109 days	23545470	22466995	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5424	yes	Rhesus macaque	Heart	e109	Male	OBIWAN 154 lane 2	109 days	51157198	49120151	96%	QIAgen RNeasy QIAzol	NA	NA	NA
5429	yes	Rhesus macaque	Heart	e109	Male	WINDU 47 lane 8	109 days	63368278	59108920	93%	QIAgen RNeasy QIAzol	NA	NA	NA
5439	yes	Rhesus macaque	Kidney	e109	Male	OBIWAN 154 lane 3	109 days	23573251	22525973	96%	QIAgen RNeasy QIAzol	NA	NA	NA
5462	yes	Rhesus macaque	Testis	e109	Male	OBIWAN 154 lane 6	109 days	54819188	52018361	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5464	yes	Rhesus macaque	Testis	e109	Male	OBIWAN 154 lane 6	109 days	52705172	49464685	94%	QIAgen RNeasy QIAzol	NA	NA	NA
5478	yes	Rhesus macaque	Forebrain/Cerebrum	e109	Male	WINDU 48 lane 2	109 days	63137862	58072034	92%	QIAgen RNeasy QIAzol	NA	NA	NA
5495	yes	Rhesus macaque	Liver	e109	Male	OBIWAN 154 lane 7	109 days	21890898	20970303	96%	QIAgen RNeasy QIAzol	NA	NA	NA
6037	yes	Rhesus macaque	Heart	e112	Male	WINDU 102 lane 7 and 8	112 days	38446854	35666499	93%	QIAgen RNeasy QIAzol	9.4	NA	NA
6038	yes	Rhesus macaque	Kidney	e112	Male	WINDU 102 lane 7 and 8	112 days	36426106	27639022	76%	QIAgen RNeasy DTT	8.2	NA	NA
6039	yes	Rhesus macaque	Liver	e112	Male	WINDU 102 lane 7 and 8	112 days	37010709	35310990	95%	QIAgen RNeasy DTT	9.2	NA	NA
6040	yes	Rhesus macaque	Testis	e112	Male	OBIWAN 203 lane 7	112 days	43578701	40819828	94%	QIAgen RNeasy DTT	9.1	NA	NA
6113	yes	Rhesus macaque	Forebrain/Cerebrum	e112	Male	OBIWAN 203 lane 8	112 days	45756739	43136659	94%	QIAgen RNeasy DTT	8.9	NA	NA
5363	yes	Rhesus macaque	Kidney	e123	Male	WINDU 50 lane 5	123 days	31220442	29720526	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5365	yes	Rhesus macaque	Kidney	e123	Male	WINDU 50 lane 5	123 days	36745261	34906206	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5387	yes	Rhesus macaque	Heart	e123	Male	WINDU 50 lane 7	123 days	60609960	56509273	93%	QIAgen RNeasy QIAzol	NA	NA	NA
5406	yes	Rhesus macaque	Liver	e123	Male	WINDU 47 lane 7	123 days	62056919	57264279	92%	QIAgen RNeasy QIAzol	NA	NA	NA
5411	yes	Rhesus macaque	Heart	e123	Male	OBIWAN 154 lane 1	123 days	28204892	26865567	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5417	yes	Rhesus macaque	Forebrain/Cerebrum	e123	Male	OBIWAN 154 lane 2	123 days	33264888	31807236	96%	QIAgen RNeasy QIAzol	NA	NA	NA
5427	yes	Rhesus macaque	Hindbrain/Cerebellum	e123	Male	WINDU 47 lane 8	123 days	26974263	25275620	94%	QIAgen RNeasy QIAzol	NA	NA	NA
5452	yes	Rhesus macaque	Forebrain/Cerebrum	e123	Male	OBIWAN 154 lane 5	123 days	33809528	31925491	94%	QIAgen RNeasy QIAzol	NA	NA	NA
5460	yes	Rhesus macaque	Testis	e123	Male	OBIWAN 154 lane 6	123 days	29707483	28330025	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5475	yes	Rhesus macaque	Testis	e123	Male	WINDU 48 lane 2	123 days	30407581	27595613	91%	QIAgen RNeasy QIAzol	NA	NA	NA
5493	yes	Rhesus macaque	Liver	e123	Male	OBIWAN 154 lane 7	123 days	47281469	45321677	96%	QIAgen RNeasy QIAzol	NA	NA	NA
6112	yes	Rhesus macaque	Forebrain/Cerebrum	e123	Male	OBIWAN 203 lane 8	123 days	40250505	37988068	94%	QIAgen RNeasy DTT	8.9	NA	NA
5362	yes	Rhesus macaque	Liver	e130	Male	WINDU 50 lane 5	129 days	25381416	23948920	94%	QIAgen RNeasy QIAzol	NA	NA	NA
5364	yes	Rhesus macaque	Hindbrain/Cerebellum	e130	Male	WINDU 50 lane 5	130 days	33827406	32266642	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5374	yes	Rhesus macaque	Hindbrain/Cerebellum	e130	Male	WINDU 50 lane 6	129 days	27833814	26652955	96%	QIAgen RNeasy QIAzol	NA	NA	NA
5384	yes	Rhesus macaque	Kidney	e130	Male	WINDU 47 lane 6	130 days	64159071	58253794	91%	QIAgen RNeasy QIAzol	NA	NA	NA
5392	yes	Rhesus macaque	Testis	e130	Male	WINDU 50 lane 7	130 days	20572154	19572256	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5423	yes	Rhesus macaque	Kidney	e130	Male	OBIWAN 154 lane 2	129 days	81373618	78120389	96%	QIAgen RNeasy QIAzol	NA	NA	NA
5448	yes	Rhesus macaque	Forebrain/Cerebrum	e130	Male	OBIWAN 154 lane 4	130 days	65726186	62203186	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5455	yes	Rhesus macaque	Forebrain/Cerebrum	e130	Male	OBIWAN 154 lane 5	129 days	43365507	41438768	96%	QIAgen RNeasy QIAzol	NA	NA	NA
5466	yes	Rhesus macaque	Liver	e130	Male	WINDU 52 lane 1	130 days	24824964	23630442	95%	QIAgen RNeasy QIAzol	NA	NA	NA
5483	yes	Rhesus macaque	Testis	e130	Male	WINDU 52 lane 2	129 days	32498838	31114728	96%	QIAgen RNeasy QIAzol	NA	NA	NA
6005	yes	Rhesus macaque	Heart	e130	Male	WINDU 102 lane 6	130 days	27528884	26319580	96%	QIAgen RNeasy DTT	9.9	NA	NA
6029	yes	Rhesus macaque	Liver	e93	Female	WINDU 102 lane 6	93 days post birth	27709181	26303331	95%	QIAgen RNeasy QIAzol	NA	NA	NA
6030	yes	Rhesus macaque	Kidney	e93	Female	WINDU 102 lane 6	93 days	30408058	28427922	93%	QIAgen RNeasy DTT	9.1	NA	NA
6031	yes	Rhesus macaque	Forebrain/Cerebrum	e93	Female	WINDU 102 lane 6	93 days	32662339	31120513	95%	QIAgen RNeasy DTT	9.3	NA	NA
